sucursal,modelo,talla,fecha,hora,cantidad,precio_unitario,descuento_pct,metodo_pago,tipo_cliente,vendedor
Chihuahua_Sendero,Vital,24,2021-12-27,05:57:33,2,1354,15,tarjeta_credito,nuevo,Isabela
CDMX_Pino_Suarez,Vital,17,2021-11-11,00:36:54,1,1294,10,tarjeta_credito,recurrente,Manuel
EdoMex_Nicolas_Romero,Perestroika,25,2021-06-17,13:41:21,1,1611,0,mercado_pago,nuevo,Yeni
CDMX_5_de_Mayo,084,26,2023-03-10,07:00:56,1,987,20,transferencia,recurrente,Georgina
EdoMex_Texcoco,Perestroika,26,2024-08-16,02:57:29,3,1322,0,tarjeta_debito,vip,José María
EdoMex_Tenayuca,RL15,19,2025-06-30,20:16:35,3,1049,0,efectivo,nuevo,Fernando
CDMX_Polanco,Gran Prix,25,2024-03-30,12:35:21,3,1006,15,efectivo,nuevo,Luis Manuel
CDMX_Metrobus_Durango,084 Diamante,19,2025-11-02,02:49:22,5,2089,15,efectivo,recurrente,Laura
CDMX_Centro,Gran Prix,14,2024-01-06,08:31:45,1,1059,10,efectivo,nuevo,Zacarías
CDMX_Polanco,Perestroika,19,2025-03-18,09:07:06,3,1496,30,efectivo,recurrente,Trinidad
CDMX_Centro,Ultra,23,2022-08-29,05:46:44,1,1125,0,tarjeta_debito,recurrente,Juana
EdoMex_Americas_Ecatepec,Ultra,24,2022-04-01,01:24:10,2,1489,20,transferencia,recurrente,Gregorio
CDMX_Del_Valle,084,27,2023-03-18,12:33:58,4,1088,30,tarjeta_credito,nuevo,Asunción
CDMX_Pino_Suarez,Caimán,19,2024-08-17,17:23:53,3,1631,0,mercado_pago,recurrente,Esther
CDMX_Regina,SuperFaro,16,2025-09-19,01:26:27,1,1953,15,transferencia,nuevo,Lorenzo
CDMX_Metrobus_Durango,Gran Prix,25,2024-10-02,04:13:39,1,1369,0,tarjeta_debito,recurrente,José María
CDMX_La_Villa,Caimán,18,2021-12-07,00:54:17,2,1328,15,tarjeta_debito,nuevo,Rodrigo
Coahuila_Saltillo,Perestroika,21,2024-12-12,06:57:40,4,1187,0,mercado_pago,recurrente,Jesús
CDMX_San_Cosme,Gran Prix,20,2023-12-18,01:18:38,4,1267,30,efectivo,nuevo,Mitzy
CDMX_Condesa,084 Campeón,24,2022-03-20,21:15:24,4,1368,0,efectivo,nuevo,Ignacio
CDMX_Plaza_Ermita,Urbano,24,2025-04-08,22:01:01,4,947,0,tarjeta_credito,nuevo,Fidel
EdoMex_Sendero_Ixtapaluca,Vital,19,2022-04-15,03:49:59,3,1088,0,tarjeta_credito,recurrente,Óliver
EdoMex_Tepeyac,084,22,2021-06-28,07:40:22,3,1086,30,mercado_pago,nuevo,Florencia
EdoMex_Americas_Ecatepec,Vital,25,2022-12-09,20:44:14,4,702,10,tarjeta_debito,recurrente,Renato
EdoMex_Atlacomulco,Urbano,25,2021-08-04,14:19:55,4,1250,10,efectivo,nuevo,Guillermina
EdoMex_Nicolas_Romero,Barracuda,17,2025-11-12,04:28:19,1,1217,5,efectivo,recurrente,Esther
EdoMex_Tepeyac,084 Campeón,20,2024-05-05,06:35:23,1,1091,0,efectivo,recurrente,Raúl
CDMX_Tacubaya,Flip,19,2022-05-10,09:49:38,2,1190,5,efectivo,nuevo,María Eugenia
CDMX_Condesa,084,19,2022-01-23,23:15:34,3,1070,5,mercado_pago,vip,Angélica
EdoMex_Toluca,084,27,2025-01-07,07:47:36,3,1154,10,tarjeta_credito,nuevo,Manuel
EdoMex_Patio_Valle_De_Chalco,Panam Alfa,25,2022-08-18,17:49:53,1,1530,15,tarjeta_debito,vip,Clara
EdoMex_Zumpango,Caimán,26,2025-08-15,00:49:00,1,1557,20,efectivo,recurrente,Eloisa
EdoMex_Tenayuca,084 Campeón,14,2025-09-01,20:33:21,1,1304,0,efectivo,nuevo,Alta  Gracia
EdoMex_Toluca,084 Clásico,24,2021-10-19,22:27:56,4,735,0,tarjeta_debito,recurrente,Esmeralda
Puebla_Tehuacan,Flip,25,2023-09-01,16:29:09,2,1124,0,mercado_pago,recurrente,Beatriz
EdoMex_Tenayuca,Panam Alfa,24,2022-03-07,16:13:50,3,1983,30,tarjeta_debito,recurrente,Bruno
CDMX_Metrobus_Durango,SuperFaro,19,2024-08-08,05:44:01,3,1578,0,transferencia,recurrente,Dulce
CDMX_Condesa,Gran Prix,24,2022-12-31,07:22:38,7,877,30,transferencia,recurrente,Sergio
Morelos_Cuernavaca,RL15,24,2022-12-17,09:10:32,2,817,10,efectivo,nuevo,Conchita
CDMX_San_Cosme,Vaivén,24,2022-11-07,14:24:02,4,1218,0,tarjeta_debito,nuevo,Noemí
EdoMex_Nezahualcoyotl,084 Clásico,26,2023-09-12,01:17:53,4,883,20,tarjeta_debito,nuevo,Lucía
EdoMex_Chimalhuacan,084 Clásico,12,2025-07-19,09:28:50,1,721,0,tarjeta_credito,recurrente,Leticia
CDMX_Regina,084,15,2025-01-13,19:45:43,1,1200,5,efectivo,vip,Flavio
CDMX_San_Cosme,084 Clásico,24,2021-10-09,17:28:17,6,1242,15,tarjeta_debito,recurrente,Soledad
EdoMex_Chimalhuacan,084 Clásico,18,2023-06-20,05:24:54,1,975,10,efectivo,recurrente,Francisco
CDMX_Universidad,Flip,26,2023-03-20,23:50:28,3,718,0,efectivo,nuevo,Gabino
CDMX_Polanco,Perestroika,17,2021-10-19,21:01:33,2,1274,0,efectivo,recurrente,Arturo
CDMX_Centro,084 Campeón,27,2026-03-29,23:04:56,4,1049,0,tarjeta_credito,vip,Renato
Morelos_Cuernavaca,Urbano,18,2023-05-19,14:33:17,1,1286,5,tarjeta_debito,recurrente,Cristobal
CDMX_La_Villa,Vital,27,2025-11-16,01:24:15,3,921,10,tarjeta_debito,recurrente,Felipe
CDMX_Del_Valle,Caimán,21,2023-09-10,14:32:04,1,1190,0,efectivo,vip,Mauricio
CDMX_Zona_Rosa,Panam Alfa,16,2024-10-15,16:55:19,3,1910,15,efectivo,recurrente,Cecilia
EdoMex_Toluca,Flip,22,2024-09-09,10:26:51,2,802,30,tarjeta_debito,nuevo,Felipe
EdoMex_Toluca,Gran Prix,17,2023-03-21,22:50:47,2,809,30,efectivo,recurrente,René
CDMX_Pino_Suarez,SuperFaro,24,2025-07-24,05:27:43,4,1528,30,efectivo,nuevo,Luis
CDMX_Polanco,Panam Alfa,18,2022-10-21,03:38:31,1,2075,0,tarjeta_debito,recurrente,Lucas
CDMX_San_Cosme,Panam Alfa,21,2024-04-21,20:11:26,1,1652,30,efectivo,nuevo,Sessa
Puebla_Centro,Ultra,25,2023-10-19,13:04:03,3,1302,15,tarjeta_debito,recurrente,Norma
CDMX_Metrobus_Chilpancingo,084 Diamante,27,2023-10-19,12:01:48,3,2146,5,mercado_pago,recurrente,Abelardo
CDMX_Tacubaya,084 Clásico,28,2022-02-24,14:01:20,6,916,30,tarjeta_debito,nuevo,José Luis
Coahuila_Saltillo,Vaivén,22,2025-08-18,07:05:32,1,1177,5,transferencia,recurrente,Rocío
CDMX_Rep_del_Salvador,084 Diamante,24,2025-05-28,00:27:51,1,1817,0,efectivo,recurrente,Vicente
CDMX_Regina,Vital,27,2023-05-19,03:32:44,4,862,10,efectivo,recurrente,Jorge
CDMX_Tacubaya,Vital,23,2024-01-11,19:16:39,1,882,0,tarjeta_credito,vip,Darío
EdoMex_Patio_Valle_De_Chalco,SuperFaro,25,2022-10-07,12:46:22,6,1741,10,tarjeta_credito,recurrente,José Manuél
CDMX_Universidad,Vaivén,25,2024-03-04,18:04:55,2,964,0,efectivo,nuevo,Eva
Morelos_Cuernavaca,Flip,25,2022-07-22,10:40:13,1,1337,15,tarjeta_debito,nuevo,Alberto
EdoMex_Atlacomulco,RL15,25,2025-05-21,07:34:45,1,812,5,mercado_pago,recurrente,Elisa
CDMX_20_de_Noviembre,Barracuda,16,2024-03-10,15:40:12,3,1230,0,transferencia,recurrente,Alfredo
CDMX_La_Villa,084 Campeón,27,2022-11-10,07:16:05,4,931,0,mercado_pago,recurrente,Raúl
EdoMex_Chalco,Barracuda,17,2022-01-01,22:36:48,5,1182,30,transferencia,vip,Jorge
CDMX_Regina,084,22,2021-06-07,00:35:49,3,1281,0,efectivo,nuevo,Noemí
CDMX_Madero,Gran Prix,26,2024-05-05,20:31:12,1,1189,10,efectivo,recurrente,Guadalupe
CDMX_Satelite,RL15,26,2026-04-23,14:15:48,1,841,0,efectivo,recurrente,Abel
EdoMex_Toluca,084 Campeón,19,2025-07-02,21:37:15,6,1313,0,efectivo,recurrente,Oswaldo
EdoMex_Toluca_Grand_Plaza,Ultra,25,2025-05-15,00:01:45,1,1160,0,tarjeta_credito,nuevo,Francisco
EdoMex_Chalco,Vital,16,2021-09-25,03:23:32,1,816,15,efectivo,nuevo,Alejandro
CDMX_Satelite,Barracuda,27,2026-03-05,05:15:36,2,964,15,mercado_pago,nuevo,Santiago
Puebla_Tehuacan,084,23,2023-04-17,01:08:58,2,1349,0,tarjeta_debito,nuevo,Linda
EdoMex_Chalco,Vital,17,2025-08-18,00:06:25,1,1037,30,tarjeta_debito,recurrente,Joaquín
Hidalgo_Tula,Perestroika,25,2022-08-06,04:48:15,3,1267,0,tarjeta_debito,recurrente,Eugenio
CDMX_5_de_Mayo,Flip,28,2022-03-14,10:45:56,2,1400,10,mercado_pago,recurrente,Uriel
CDMX_Madero,SuperFaro,25,2024-03-15,16:42:15,2,1584,5,efectivo,recurrente,Esther
EdoMex_Sendero_Toluca,Vaivén,18,2025-07-10,05:11:09,6,867,0,tarjeta_debito,recurrente,Anel
EdoMex_Toluca,RL15,25,2025-12-28,06:15:08,2,743,0,efectivo,recurrente,Porfirio
CDMX_20_de_Noviembre,084 Campeón,25,2025-06-27,06:21:28,2,1351,0,efectivo,recurrente,Patricio
EdoMex_Nezahualcoyotl,Caimán,17,2024-06-12,14:10:06,1,1419,0,efectivo,recurrente,Fabiola
EdoMex_Atlacomulco,Vital,25,2021-06-18,21:58:20,4,1032,5,efectivo,vip,Ángela
Chihuahua_Sendero,Barracuda,20,2023-11-29,08:58:04,3,954,0,efectivo,recurrente,Alta  Gracia
Michoacan_Morelia_Centro,Panam Alfa,27,2025-10-02,15:04:08,2,1562,10,efectivo,nuevo,Victoria
CDMX_San_Cosme,Ultra,24,2025-06-20,14:54:06,1,1330,30,efectivo,vip,Francisco Javier
EdoMex_Nicolas_Romero,RL15,26,2023-08-24,10:46:53,1,983,5,transferencia,recurrente,Leticia
CDMX_Polanco,Vaivén,24,2021-07-11,04:19:30,4,1055,0,tarjeta_debito,recurrente,Ignacio
Morelos_Cuernavaca,Vital,26,2024-11-02,14:23:05,2,902,0,transferencia,recurrente,Mario
CDMX_Satelite,084 Diamante,25,2022-07-21,19:43:06,1,1752,0,mercado_pago,nuevo,Antonia
EdoMex_Atlacomulco,Flip,21,2025-08-01,11:50:56,1,1395,0,efectivo,vip,Ángel
CDMX_Metrobus_Chilpancingo,Caimán,27,2023-06-06,00:10:15,1,1283,0,efectivo,recurrente,Mitzy
EdoMex_Sendero_Toluca,Ultra,20,2025-01-04,23:38:10,2,1683,20,efectivo,recurrente,Arcelia
CDMX_Rep_del_Salvador,Perestroika,18,2023-02-07,18:11:26,3,1347,0,efectivo,nuevo,Ernesto
CDMX_20_de_Noviembre,084 Clásico,24,2022-12-31,00:42:08,7,828,0,transferencia,nuevo,Camila
CDMX_Zona_Rosa,084,24,2022-04-08,02:45:16,5,791,5,mercado_pago,nuevo,Roberto
CDMX_San_Cosme,SuperFaro,18,2025-12-25,18:42:00,4,2101,0,tarjeta_debito,recurrente,Estela
CDMX_Mixcoac,Ultra,18,2025-10-30,19:48:42,3,1406,5,efectivo,nuevo,Jos
EdoMex_Sendero_Ixtapaluca,Vaivén,25,2023-08-10,01:41:04,4,1081,0,efectivo,nuevo,Andrea
CDMX_Rep_del_Salvador,084 Campeón,26,2024-03-01,18:31:33,4,1229,0,tarjeta_debito,recurrente,Cecilia
CDMX_20_de_Noviembre,Gran Prix,25,2024-11-24,06:30:13,1,1057,0,tarjeta_credito,nuevo,Rodolfo
EdoMex_Tepeyac,Ultra,25,2023-12-24,19:36:14,1,1170,30,tarjeta_credito,recurrente,Juan
CDMX_Plaza_Ermita,Flip,27,2021-09-12,11:25:23,5,1021,5,tarjeta_debito,nuevo,Mónica
CDMX_Plaza_Ermita,RL15,23,2025-10-09,14:35:36,1,936,0,mercado_pago,recurrente,Ana Luisa
EdoMex_Toluca_Grand_Plaza,Panam Alfa,22,2022-05-24,19:26:35,1,1919,0,efectivo,recurrente,Elsa
CDMX_20_de_Noviembre,084 Diamante,24,2025-03-21,12:06:33,2,1637,0,tarjeta_credito,recurrente,Mayte
CDMX_Pino_Suarez,Gran Prix,27,2024-04-19,20:49:09,3,1142,0,efectivo,nuevo,Samuel
EdoMex_Sendero_Toluca,084,28,2022-04-15,03:11:29,1,774,5,efectivo,nuevo,Adán
CDMX_Pino_Suarez,Flip,26,2025-08-04,21:28:53,3,1375,10,tarjeta_debito,nuevo,Ignacio
EdoMex_Texcoco,Caimán,25,2025-04-25,13:56:16,5,1571,0,efectivo,recurrente,Isaac
CDMX_Huipulco,Caimán,20,2025-10-19,06:22:30,5,1617,0,tarjeta_credito,recurrente,Santiago
EdoMex_Chimalhuacan,084 Diamante,18,2026-02-04,20:47:05,1,1791,10,tarjeta_credito,recurrente,Violeta
CDMX_Huipulco,Urbano,25,2022-09-24,23:37:50,4,1197,20,tarjeta_debito,recurrente,Uriel
CDMX_Pino_Suarez,Urbano,21,2025-06-28,07:04:30,1,1100,0,efectivo,nuevo,Samuel
EdoMex_Chimalhuacan,084 Diamante,28,2021-11-24,12:56:30,4,2020,15,tarjeta_credito,recurrente,Sergio
EdoMex_Patio_Valle_De_Chalco,084 Clásico,23,2021-06-25,05:26:25,1,1061,10,mercado_pago,nuevo,Eugenia
CDMX_La_Villa,Gran Prix,27,2021-09-12,00:28:15,5,1376,30,efectivo,vip,Mariano
CDMX_Satelite,Vaivén,22,2023-10-04,02:05:10,3,880,20,efectivo,recurrente,Noelia
CDMX_Satelite,Panam Alfa,28,2022-05-26,06:49:29,1,1660,0,tarjeta_credito,vip,Carlos
CDMX_Plaza_Ermita,084 Diamante,25,2025-07-03,02:01:42,1,1797,15,efectivo,nuevo,Vicente
EdoMex_Chimalhuacan,Urbano,24,2021-05-23,14:20:35,1,989,0,tarjeta_debito,nuevo,Eloisa
CDMX_Plaza_Ermita,084,23,2024-05-06,04:51:43,1,927,0,tarjeta_credito,recurrente,Verónica
CDMX_Huipulco,Gran Prix,18,2021-05-09,18:38:12,4,961,5,mercado_pago,recurrente,Bruno
CDMX_Tacubaya,Urbano,24,2023-06-27,23:01:29,1,781,0,efectivo,nuevo,Hernán
EdoMex_Americas_Ecatepec,084 Campeón,23,2024-04-29,20:57:03,1,1088,20,tarjeta_debito,nuevo,Rufino
EdoMex_Texcoco,Gran Prix,18,2025-08-14,10:06:55,1,1274,5,tarjeta_credito,recurrente,Violeta
EdoMex_Chalco,084 Clásico,25,2026-02-12,23:16:17,4,1062,10,efectivo,recurrente,Jacinto
EdoMex_Texcoco,Gran Prix,25,2022-01-29,23:40:12,1,912,0,efectivo,recurrente,Reynaldo
CDMX_Del_Valle,084 Campeón,27,2022-07-24,23:06:48,1,1371,15,efectivo,vip,Julio César
CDMX_Pino_Suarez,084,26,2025-01-09,02:49:42,3,837,5,tarjeta_debito,vip,Natalia
Michoacan_Morelia_Centro,Caimán,24,2022-01-13,13:33:10,1,1319,0,tarjeta_credito,recurrente,Santiago
CDMX_Tacubaya,SuperFaro,26,2023-03-18,18:00:18,3,1518,0,efectivo,recurrente,Antonio
CDMX_Zona_Rosa,SuperFaro,19,2025-05-16,21:28:41,3,1664,10,efectivo,nuevo,Angélica
CDMX_20_de_Noviembre,SuperFaro,27,2023-06-19,13:19:41,2,1512,0,efectivo,recurrente,Sessa
CDMX_Satelite,Panam Alfa,24,2024-08-19,18:59:28,4,1797,5,efectivo,recurrente,Dulce
CDMX_Satelite,Flip,20,2024-09-28,18:51:13,4,732,20,mercado_pago,recurrente,Federico
CDMX_Polanco,Urbano,25,2023-07-28,11:48:44,4,1207,10,tarjeta_debito,nuevo,Tomás
CDMX_Metrobus_Durango,SuperFaro,18,2023-12-29,04:55:40,4,1886,0,efectivo,nuevo,Jorge Luis
EdoMex_Atlacomulco,Barracuda,15,2026-02-22,18:47:10,2,925,0,efectivo,recurrente,Elvira
CDMX_Pino_Suarez,Barracuda,16,2024-02-03,16:37:51,2,861,30,efectivo,vip,Mónica
CDMX_Madero,084,25,2022-07-14,04:31:42,7,984,0,efectivo,recurrente,Leonel
EdoMex_Texcoco,Caimán,25,2023-06-23,13:39:45,2,1377,10,tarjeta_credito,nuevo,Héctor
CDMX_San_Jacinto,SuperFaro,23,2024-11-21,05:16:55,1,1867,0,tarjeta_debito,recurrente,María Luisa
CDMX_San_Cosme,Vaivén,18,2023-01-17,16:18:47,2,858,15,tarjeta_credito,recurrente,Tomás
CDMX_Plaza_Ermita,084 Campeón,20,2023-12-11,08:56:40,4,830,0,efectivo,nuevo,Enrique
CDMX_Regina,Barracuda,19,2023-11-17,13:37:39,2,1091,15,tarjeta_debito,recurrente,Mayte
CDMX_Insurgentes,084 Diamante,16,2025-04-09,12:56:59,1,1580,5,tarjeta_debito,recurrente,María del Carmen
CDMX_Del_Valle,Ultra,18,2022-11-28,12:00:26,1,1628,0,tarjeta_credito,recurrente,Blanca
EdoMex_Nicolas_Romero,084,22,2025-01-24,03:52:36,3,1122,10,efectivo,recurrente,Evelio
CDMX_Huipulco,084 Diamante,26,2022-07-12,10:17:18,4,1722,30,efectivo,recurrente,Lorena
CDMX_Rep_del_Salvador,Barracuda,23,2025-02-08,17:20:18,3,1197,30,efectivo,recurrente,Zeferino
EdoMex_Sendero_Toluca,Urbano,24,2025-08-20,01:58:07,4,1034,0,tarjeta_debito,recurrente,Araceli
EdoMex_Nicolas_Romero,Barracuda,26,2025-05-01,23:38:49,1,859,0,efectivo,recurrente,Angélica
CDMX_San_Cosme,Ultra,24,2024-12-26,12:06:42,1,1252,0,tarjeta_debito,recurrente,Gabriela
EdoMex_Chalco,Urbano,25,2024-12-04,05:57:42,4,950,15,efectivo,nuevo,Dalia
EdoMex_Zumpango,Gran Prix,18,2025-04-09,22:36:49,3,775,0,mercado_pago,nuevo,Andrés
EdoMex_Zumpango,Panam Alfa,24,2026-02-07,06:04:13,1,1889,30,transferencia,vip,Amador
Hidalgo_Tula,084 Diamante,25,2024-12-05,12:45:15,2,1754,30,efectivo,nuevo,Ernesto
Hidalgo_Pachuca,084,18,2022-07-18,13:36:30,3,794,20,tarjeta_debito,recurrente,Pilar
CDMX_Tacubaya,084 Diamante,25,2023-12-03,06:37:06,7,2130,0,tarjeta_credito,recurrente,Omar
EdoMex_Zumpango,RL15,28,2026-04-14,18:45:46,2,1392,30,efectivo,nuevo,Karla
Puebla_Tehuacan,SuperFaro,24,2024-07-09,23:58:15,1,2065,0,efectivo,vip,Gonzalo
Coahuila_Saltillo,Vital,20,2025-12-20,15:54:01,1,987,0,efectivo,nuevo,Martha
CDMX_Madero,084 Diamante,18,2023-11-05,04:02:25,1,2075,0,efectivo,vip,Carlos
CDMX_Tacubaya,Flip,22,2024-09-08,17:35:18,3,937,0,efectivo,nuevo,Gilberto
CDMX_Metrobus_Durango,084,24,2024-10-10,16:19:46,3,1161,0,tarjeta_debito,nuevo,Yeni
CDMX_Madero,Ultra,25,2021-05-26,06:39:47,1,1495,15,efectivo,recurrente,Francisca
CDMX_Rep_del_Salvador,Perestroika,25,2025-10-03,04:17:01,1,1170,0,efectivo,nuevo,Florencia
EdoMex_Sendero_Toluca,Gran Prix,23,2021-10-23,15:08:09,3,1099,0,efectivo,nuevo,Enrique
CDMX_Metrobus_Durango,Panam Alfa,22,2021-10-24,16:58:28,2,2177,15,tarjeta_debito,recurrente,Reynaldo
CDMX_Tacubaya,Perestroika,26,2022-04-05,08:55:57,4,1127,0,efectivo,vip,Alta  Gracia
CDMX_Madero,Perestroika,21,2022-03-06,09:23:13,1,1694,30,mercado_pago,recurrente,Santiago
CDMX_Pino_Suarez,084,26,2026-02-27,13:18:09,3,935,0,tarjeta_debito,recurrente,Hilda
CDMX_Regina,RL15,25,2024-03-02,02:52:18,2,1329,0,efectivo,recurrente,Cornelio
Nuevo_Leon_Monterrey,RL15,26,2022-05-20,02:12:34,1,772,0,transferencia,nuevo,Natalia
CDMX_Metrobus_Chilpancingo,Vaivén,26,2025-09-10,20:21:05,3,1161,5,efectivo,nuevo,Carlos
CDMX_Centro,084 Campeón,23,2023-02-03,21:30:01,5,1106,0,efectivo,recurrente,Leonor
CDMX_Plaza_Ermita,084 Clásico,16,2022-07-29,15:31:53,15,1246,30,efectivo,nuevo,Marisol
CDMX_La_Villa,Caimán,27,2025-07-24,15:22:43,3,1269,5,efectivo,nuevo,Héctor
CDMX_Satelite,Barracuda,16,2023-04-02,07:24:15,5,987,15,efectivo,recurrente,Yuridia
CDMX_Mixcoac,Perestroika,25,2022-08-31,15:41:04,4,1674,10,tarjeta_credito,recurrente,Tomás
CDMX_Del_Valle,Ultra,26,2023-12-29,16:29:13,4,1629,0,tarjeta_debito,recurrente,Adalberto
Puebla_Centro,Vital,26,2025-06-22,11:39:47,1,809,0,mercado_pago,vip,Rosa
CDMX_Insurgentes,Perestroika,26,2023-01-21,08:03:16,6,1104,0,efectivo,vip,Gabino
CDMX_Rep_del_Salvador,Vital,23,2021-12-02,09:15:44,7,1020,30,mercado_pago,recurrente,Abel
CDMX_Metrobus_Durango,Urbano,27,2022-08-26,04:56:25,3,737,15,tarjeta_debito,nuevo,Pamela
Hidalgo_Tula,084 Clásico,26,2022-05-18,19:46:02,1,1287,10,transferencia,vip,Lilia
EdoMex_Toluca,Ultra,27,2022-03-04,17:27:47,2,1274,0,efectivo,nuevo,Oswaldo
EdoMex_Tenayuca,Gran Prix,25,2023-02-01,12:01:33,4,1306,10,efectivo,nuevo,Fernando
CDMX_Madero,Vital,24,2025-05-18,15:34:51,2,1231,0,tarjeta_credito,recurrente,Alvaro
EdoMex_Tenayuca,Flip,25,2025-08-26,06:18:16,3,865,0,tarjeta_debito,nuevo,Esperanza
EdoMex_Nicolas_Romero,084,23,2024-09-02,16:31:35,1,939,5,efectivo,nuevo,César
EdoMex_Americas_Ecatepec,084 Campeón,28,2022-05-21,05:42:16,1,1299,30,efectivo,recurrente,Timoteo
CDMX_20_de_Noviembre,Gran Prix,19,2024-10-15,16:46:06,2,1095,0,mercado_pago,recurrente,Ilse
EdoMex_Toluca_Grand_Plaza,Perestroika,15,2022-11-30,14:05:51,3,1565,0,mercado_pago,recurrente,Modesto
EdoMex_Atlacomulco,Caimán,27,2025-12-31,09:07:43,1,1258,0,tarjeta_debito,recurrente,Ramiro
CDMX_20_de_Noviembre,Panam Alfa,24,2025-01-31,02:40:53,2,1700,20,transferencia,recurrente,Úrsula
CDMX_Pino_Suarez,RL15,25,2022-05-25,12:59:09,1,1377,0,transferencia,nuevo,Elsa
CDMX_Insurgentes,SuperFaro,23,2022-08-05,03:42:23,4,1897,20,tarjeta_debito,nuevo,Sara
CDMX_20_de_Noviembre,084 Clásico,22,2021-07-14,01:42:55,1,947,0,tarjeta_debito,recurrente,José Luis
Puebla_Centro,SuperFaro,26,2022-07-21,23:40:27,3,1899,15,mercado_pago,nuevo,Úrsula
EdoMex_Tenayuca,Gran Prix,23,2023-05-25,13:19:47,1,1356,0,tarjeta_debito,nuevo,Jorge
EdoMex_Nezahualcoyotl,Flip,25,2025-09-13,00:06:34,2,828,0,transferencia,nuevo,María del Carmen
CDMX_5_de_Mayo,Panam Alfa,25,2023-01-20,06:02:35,3,1902,30,tarjeta_debito,nuevo,Guillermina
EdoMex_Sendero_Toluca,Gran Prix,22,2025-06-08,12:57:48,1,1102,0,efectivo,recurrente,Santiago
CDMX_San_Jacinto,Perestroika,20,2023-10-24,01:40:15,1,1403,5,efectivo,nuevo,Virginia
CDMX_Polanco,Vital,25,2022-03-14,12:47:42,2,943,0,tarjeta_credito,recurrente,Nayeli
EdoMex_Tenayuca,084 Diamante,24,2025-07-17,08:51:26,4,1904,10,mercado_pago,recurrente,Barbara
Nuevo_Leon_Monterrey,Panam Alfa,25,2023-09-09,17:47:44,1,1629,30,transferencia,recurrente,Cecilia
CDMX_Plaza_Ermita,Flip,16,2024-08-18,11:40:11,7,877,10,mercado_pago,nuevo,Fidel
EdoMex_Nicolas_Romero,084 Clásico,26,2025-04-18,06:25:40,9,813,0,efectivo,nuevo,Delia
CDMX_Insurgentes,084 Clásico,24,2024-12-17,16:37:41,1,1299,15,efectivo,nuevo,Ignacio
CDMX_Del_Valle,Ultra,25,2021-08-02,16:25:49,4,1626,0,efectivo,nuevo,Rufino
EdoMex_Patio_Valle_De_Chalco,Vital,19,2025-03-27,21:18:43,2,1388,20,tarjeta_debito,recurrente,Gerardo
CDMX_Metrobus_Chilpancingo,Urbano,24,2026-02-23,17:15:56,1,1010,10,transferencia,recurrente,Catalina
CDMX_Metrobus_Durango,RL15,26,2021-06-11,00:28:15,2,901,0,efectivo,nuevo,Nadia
EdoMex_Plaza_Aragon,Ultra,25,2023-12-04,10:19:34,4,1605,15,mercado_pago,nuevo,Armando
Michoacan_Uruapan,Caimán,24,2025-02-16,17:34:20,3,1471,5,tarjeta_credito,nuevo,Benito
CDMX_Regina,Panam Alfa,14,2024-05-13,21:08:21,2,1573,20,tarjeta_debito,recurrente,Homero
EdoMex_Sendero_Toluca,084,25,2025-04-30,12:28:10,1,783,20,tarjeta_credito,nuevo,Fabiola
CDMX_Centro,Barracuda,15,2023-09-15,02:14:56,1,1093,0,tarjeta_debito,recurrente,Adán
CDMX_La_Villa,Vital,28,2022-09-11,15:34:25,6,859,0,efectivo,recurrente,Araceli
CDMX_Satelite,Caimán,24,2025-08-10,05:05:24,1,1533,20,efectivo,vip,Josefina
CDMX_Polanco,084 Clásico,23,2023-02-21,15:41:35,1,1173,10,efectivo,recurrente,Andrea
CDMX_Madero,Panam Alfa,17,2025-10-25,01:46:25,3,2091,0,tarjeta_credito,recurrente,Catalina
Michoacan_Uruapan,Vaivén,27,2025-09-17,18:12:23,1,843,20,efectivo,recurrente,Cristian
EdoMex_Nezahualcoyotl,RL15,23,2022-10-31,22:13:02,3,804,0,efectivo,recurrente,Trinidad
Nuevo_Leon_Monterrey,Perestroika,29,2022-08-21,04:11:29,3,1681,5,transferencia,nuevo,Ángela
Nuevo_Leon_Monterrey,Vaivén,23,2026-02-20,10:07:39,3,1329,10,tarjeta_credito,nuevo,Amelia
CDMX_Tacubaya,Ultra,22,2025-04-04,08:13:44,3,1354,10,tarjeta_credito,recurrente,Homero
CDMX_Universidad,Caimán,24,2023-09-19,13:19:55,3,1218,0,efectivo,vip,Vanesa
EdoMex_Tepeyac,Vital,18,2023-12-04,22:52:34,4,963,0,tarjeta_debito,recurrente,Celia
CDMX_Metrobus_Durango,Flip,26,2021-12-05,16:54:04,1,1190,0,transferencia,nuevo,Soledad
EdoMex_Chimalhuacan,Gran Prix,22,2025-06-18,17:24:12,1,1375,0,tarjeta_credito,vip,Blanca
CDMX_San_Jacinto,Vaivén,23,2025-05-12,11:11:20,1,1243,15,mercado_pago,nuevo,Paola
CDMX_Universidad,Gran Prix,26,2022-11-19,04:29:13,8,855,0,tarjeta_credito,nuevo,Miriam
CDMX_Rep_del_Salvador,RL15,24,2025-08-29,21:58:19,1,1179,0,efectivo,nuevo,Vanesa
CDMX_Mixcoac,RL15,26,2025-10-26,05:58:43,1,723,0,efectivo,nuevo,Rafaél
EdoMex_Toluca,Barracuda,15,2022-06-13,21:11:17,2,706,0,tarjeta_debito,nuevo,Aida
