usuario,usuario_seguidores,modelo,color,calificacion,comentario,fuente,likes,verificado,respondido_marca,fecha,intencion_plantilla,sentimiento_calculado,score_sentimiento,n_palabras_positivas,n_palabras_negativas,n_emojis_positivos,n_emojis_negativos,tiene_caps,n_exclamaciones,amplificador,es_influencer,urgencia,acierto
hectorviera,374,Urbano,rosa,1,"Los Urbano son una PORQUERÍA, se rompieron al mes 🤬 quiero MI REEMBOLSO ya",amazon,53,True,False,2022-04-09 21:07:29,negativo,negativo,-1.0,0,3,0,1,True,0,1.4,False,True,True
fidelde-anda,18,Vaivén,gris,3,"Los Vaivén cumplen, los uso para diario nomás",google_reviews,9,True,True,2025-03-03 01:38:51,neutro,positivo,0.833,1,0,0,0,False,0,1.0,False,False,False
amartinez,328,084 Clásico,negro,1,"Los 084 Clásico son una PORQUERÍA, se rompieron al mes 🤬 quiero MI REEMBOLSO ya",twitter,11,True,False,2022-05-16 10:18:17,negativo,negativo,-1.0,0,3,0,1,True,0,1.4,False,False,True
luis-manuel74,70,084 Clásico,verde,4,Increíbles!! Los 084 Clásico se ven y se sienten premium 🔝🔥 vale cada peso,twitter,119,True,False,2025-04-14 21:08:51,positivo,positivo,0.9,2,0,2,0,False,2,1.2,False,False,True
gerardo12,8,084 Campeón,verde,1,NO LOS COMPREN!! Mis 084 Campeón se despegaron en una semana 😤 estafa total,instagram,4,True,False,2023-12-07 11:26:04,negativo,negativo,-1.0,0,2,0,1,True,2,1.6,False,False,True
galvanaldonza,412,084 Diamante,azul,2,"Esperaba más de los 084 Diamante, la suela es muy delgada 😕 regulares",amazon,79,True,True,2022-08-10 03:20:44,negativo,negativo,-0.625,0,1,0,1,False,0,1.0,False,True,True
guzmanantonia,1165,Vital,verde,5,"AMO mis Vital 💖 ya pedí otro par en otro color, hermosos",google_reviews,15,True,False,2024-09-18 09:38:59,positivo,positivo,1.0,2,0,1,0,True,0,1.2,False,False,True
lunaramiro,14,Urbano,rosa,2,Bonitos los Urbano pero la suela se desgasta rapidísimo 🤔 no sé qué pensar,facebook,10,True,True,2022-10-28 12:02:22,mixto,positivo,0.278,2,1,0,0,False,0,1.0,False,False,True
palaciosesther,24,084 Campeón,verde,1,"Los 084 Campeón son una PORQUERÍA, se rompieron al mes 🤬 quiero MI REEMBOLSO ya",google_reviews,45,True,False,2026-01-27 14:26:17,negativo,negativo,-1.0,0,3,0,1,True,0,1.4,False,False,True
eugeniorios,447,Urbano,blanco,4,Quedé enamoradísima de mis Urbano ✨ buenísima calidad y precio 👌🥰,tiktok,71,True,False,2022-03-18 22:17:01,positivo,positivo,0.733,2,0,3,0,False,0,1.0,False,False,True
germanalcala,518,084,rosa,4,Mis 084 son LO MEJOR que he comprado en años 😍 calidad/precio insuperable ⭐⭐⭐⭐⭐,facebook,60,False,False,2021-11-13 21:54:31,positivo,positivo,0.875,2,0,6,0,True,0,1.2,False,False,True
gregoriofajardo,298,084 Diamante,beige,5,"Muy cómodos los 084 Diamante, me los recomendó mi hermana ✌️ buena compra",tiktok,1,False,True,2024-10-01 21:03:58,positivo,positivo,0.694,2,0,1,0,False,0,1.0,False,False,True
ruby19,6,084 Clásico,gris,3,Horrible calidad los 084 Clásico 😠 ni para regalar #malacompra #panam,amazon,114,False,False,2026-05-01 07:42:12,negativo,negativo,-0.25,1,1,0,1,False,0,1.0,False,True,True
eduardo01,290,084 Clásico,blanco,3,"Los 084 Clásico cumplen, los uso para diario nomás",facebook,4,True,True,2023-01-10 16:51:18,neutro,positivo,0.833,1,0,0,0,False,0,1.0,False,False,False
fcazares,279,084,blanco,1,BASURA los 084 🤮 me lastimaron los pies horrible 👎 nunca más,google_reviews,4,True,False,2024-03-01 09:40:24,negativo,negativo,-0.98,0,3,0,2,True,0,1.2,False,False,True
ariasfrancisca,674,084 Clásico,gris,3,Excelente diseño los 084 Clásico pero algo caros para la calidad real 💸,amazon,97,True,False,2021-10-10 15:20:31,mixto,positivo,0.278,2,1,0,0,False,0,1.0,False,False,True
minervaprieto,505,084 Clásico,rojo,3,Me gustaron los 084 Clásico aunque son un poco apretados al principio 😬 ya cedieron,amazon,2,True,False,2024-09-14 12:45:30,mixto,neutro,-0.083,1,1,0,1,False,0,1.0,False,False,True
yanguiano,137,084 Campeón,beige,3,"Buenos los 084 Campeón, me gustaron 👍 cumplen lo prometido",google_reviews,76,False,False,2024-12-21 21:53:48,positivo,positivo,0.75,3,0,1,0,False,0,1.0,False,False,True
angelicagallegos,113,084 Clásico,rojo,2,"Los 084 Clásico son una PORQUERÍA, se rompieron al mes 🤬 quiero MI REEMBOLSO ya",facebook,53,True,False,2022-12-08 18:31:11,negativo,negativo,-1.0,0,3,0,1,True,0,1.4,False,True,True
rolando72,514,084,rosa,5,"Muy cómodos los 084, me los recomendó mi hermana ✌️ buena compra",amazon,71,True,False,2021-08-21 23:10:15,positivo,positivo,0.694,2,0,1,0,False,0,1.0,False,False,True
sonialucero,2117,Gran Prix,azul,5,"Buenos los Gran Prix, me gustaron 👍 cumplen lo prometido",facebook,48,True,False,2025-08-03 07:34:34,positivo,positivo,0.75,3,0,1,0,False,0,1.0,False,False,True
eurbina,244,Urbano,gris,1,"Los Urbano son una PORQUERÍA, se rompieron al mes 🤬 quiero MI REEMBOLSO ya",google_reviews,43,False,False,2021-11-11 18:27:01,negativo,negativo,-1.0,0,3,0,1,True,0,1.4,False,False,True
lemuscarlota,1200,Barracuda,gris,3,Cómodos los Barracuda pero el color destiñe en 2 lavadas 😕 mitad y mitad,instagram,29,False,False,2022-07-06 16:34:49,mixto,neutro,-0.139,1,1,0,1,False,0,1.0,False,False,True
pfeliciano,403,084 Diamante,beige,1,"Incomodísimos los 084 Diamante, me lastimaron los pies después de 1 hr 😣",facebook,131,False,False,2025-10-25 23:03:33,negativo,negativo,-0.722,0,2,0,1,False,0,1.0,False,True,True
rubytorrez,9,084 Diamante,verde,3,Bonitos los 084 Diamante pero la suela se desgasta rapidísimo 🤔 no sé qué pensar,google_reviews,37,True,False,2021-07-05 23:46:56,mixto,positivo,0.278,2,1,0,0,False,0,1.0,False,False,True
emunoz,518,SuperFaro,rosa,5,"Decentes los SuperFaro, no son los mejores pero cumplen 🙂",tiktok,44,True,False,2025-12-23 01:42:41,positivo,neutro,0.111,1,1,1,0,False,0,1.0,False,False,False
kmontanez,871,Panam Alfa,gris,4,Excelentísimos los Panam Alfa ✨ los uso para correr y son perfectos 🏃‍♂️💨,amazon,56,True,False,2025-08-14 04:40:40,positivo,positivo,0.5,1,0,3,0,False,0,1.0,False,False,True
carolina42,7518,084 Diamante,blanco,1,Horrible calidad los 084 Diamante 😠 ni para regalar #malacompra #panam,twitter,59,True,False,2021-07-26 06:55:02,negativo,negativo,-0.25,1,1,0,1,False,0,1.0,True,True,True
norma30,149,084 Clásico,gris,2,Terrible experiencia con los 084 Clásico 💔 mala calidad y peor servicio al cliente 😡,facebook,8,True,True,2023-09-26 03:22:45,negativo,negativo,-0.542,1,3,0,2,False,0,1.0,False,False,True
rodriquezlucia,457,Urbano,negro,1,PÉSIMOS los Urbano 😡 se descosió la suela en 2 semanas 👎👎 NO COMPREN,instagram,30,True,True,2024-05-20 19:38:58,negativo,negativo,-1.0,0,2,0,3,True,0,1.4,False,False,True
jaimecamarillo,25,Gran Prix,negro,1,Terrible experiencia con los Gran Prix 💔 mala calidad y peor servicio al cliente 😡,tiktok,9,True,False,2023-06-15 09:04:58,negativo,negativo,-0.542,1,3,0,2,False,0,1.0,False,False,True
renatotejeda,3321,Flip,gris,5,MARAVILLOSOS los Flip 😍 como caminar en nubes ☁️☁️ los amo,facebook,91,False,False,2021-10-27 00:22:21,positivo,positivo,0.76,2,0,3,0,True,0,1.2,False,False,True
miriamoquendo,818,Perestroika,verde,3,"Los Perestroika están ok, nada del otro mundo 🤷",tiktok,11,True,False,2024-05-12 15:40:19,neutro,neutro,0.0,0,0,0,0,False,0,1.0,False,False,True
josegranado,240,084 Diamante,beige,4,Quedé enamoradísima de mis 084 Diamante ✨ buenísima calidad y precio 👌🥰,twitter,16,False,False,2024-01-19 07:38:44,positivo,positivo,0.733,2,0,3,0,False,0,1.0,False,False,True
nelly05,14,Vaivén,azul,3,Bonitos los Vaivén pero la suela se desgasta rapidísimo 🤔 no sé qué pensar,facebook,44,True,False,2026-03-04 22:40:30,mixto,positivo,0.278,2,1,0,0,False,0,1.0,False,False,True
marisolescobedo,128,084,beige,5,"Súper recomendados los 084, no me los quería quitar 😂❤️",instagram,4,True,False,2025-07-13 14:36:22,positivo,positivo,0.729,2,0,2,0,False,0,1.0,False,False,True
jos70,60,RL15,rosa,2,Terrible experiencia con los RL15 💔 mala calidad y peor servicio al cliente 😡,twitter,107,False,True,2022-02-10 17:35:57,negativo,negativo,-0.542,1,3,0,2,False,0,1.0,False,True,True
gonzalesolivia,522,084 Campeón,negro,2,Me quedaron grandes los 084 Campeón y la talla era la correcta 😒 mala medición,google_reviews,16,True,False,2023-03-17 03:05:55,negativo,negativo,-0.667,0,1,0,1,False,0,1.0,False,False,True
sotohelena,29,SuperFaro,azul,3,"Compré los SuperFaro, son tenis. Punto.",instagram,0,False,False,2021-05-08 10:29:11,neutro,neutro,0.0,0,0,0,0,False,0,1.0,False,False,True
pilar32,138,Urbano,azul,3,"Los Urbano están ok, nada del otro mundo 🤷",twitter,28,True,False,2024-03-30 00:21:26,neutro,neutro,0.0,0,0,0,0,False,0,1.0,False,False,True
aidabahena,368,084 Diamante,blanco,5,"Muy cómodos los 084 Diamante, me los recomendó mi hermana ✌️ buena compra",tiktok,3,True,True,2021-07-13 09:27:56,positivo,positivo,0.694,2,0,1,0,False,0,1.0,False,False,True
natividadcollado,98,Gran Prix,rojo,3,Excelente diseño los Gran Prix pero algo caros para la calidad real 💸,instagram,3,True,False,2022-04-15 22:21:35,mixto,positivo,0.278,2,1,0,0,False,0,1.0,False,False,True
diego56,33,084 Clásico,verde,5,"Cumple lo prometido, los 084 Clásico están bien para el uso diario 👍🏼",amazon,31,True,False,2026-05-01 00:05:28,positivo,positivo,0.611,1,0,2,0,False,0,1.0,False,False,True
miramontestomas,88,084,blanco,4,Compré los 084 para mi hijo y le ENCANTARON 🥰 muy cómodos y bonitos,tiktok,180,True,False,2024-02-02 14:33:36,positivo,positivo,1.0,3,0,1,0,True,0,1.2,False,False,True
jacoboquesada,91,SuperFaro,verde,2,"Los SuperFaro no me convencieron, son muy regulares para el precio 🤷‍♀️",facebook,28,False,True,2025-06-27 23:47:16,negativo,negativo,-0.833,0,1,0,0,False,0,1.0,False,False,True
jos89,13,Flip,verde,5,"10/10 los Flip ⭐⭐⭐⭐⭐ excelente atención y producto, llegaron rapidísimo",twitter,13,False,False,2024-05-18 22:21:45,positivo,positivo,0.714,2,0,5,0,False,0,1.0,False,False,True
violetavillalpando,18,084 Clásico,gris,5,Increíbles!! Los 084 Clásico se ven y se sienten premium 🔝🔥 vale cada peso,facebook,21,True,True,2022-11-02 02:41:11,positivo,positivo,0.9,2,0,2,0,False,2,1.2,False,False,True
umaldonado,487,084,verde,2,Pésima atención y los 084 llegaron rotos 😠😠 jamás vuelvo a comprar nada de Panam,twitter,7,False,False,2023-11-07 08:19:13,negativo,negativo,-0.792,0,2,0,2,False,0,1.0,False,False,True
joseabreu,48,RL15,rojo,4,Bonitos los RL15 👌 buen precio para la calidad,tiktok,8,True,False,2026-03-21 01:10:45,positivo,positivo,0.722,2,0,1,0,False,0,1.0,False,False,True
cvanegas,466,Panam Alfa,verde,5,Bonitos los Panam Alfa 👌 buen precio para la calidad,amazon,81,True,False,2022-11-23 00:31:16,positivo,positivo,0.722,2,0,1,0,False,0,1.0,False,False,True
perla39,4,Vaivén,verde,5,Me encantaron mis Vaivén 😍🔥 súper cómodos para todo el día!! #Panam #Calzado,tiktok,35,True,True,2022-03-25 18:32:33,positivo,positivo,0.98,3,0,2,0,False,2,1.2,False,False,True
vcisneros,122,Urbano,rosa,4,Bonitos los Urbano 👌 buen precio para la calidad,amazon,4,True,False,2022-01-03 01:12:17,positivo,positivo,0.722,2,0,1,0,False,0,1.0,False,False,True
anabelmaya,4,084 Clásico,gris,5,"Cumple lo prometido, los 084 Clásico están bien para el uso diario 👍🏼",amazon,86,True,True,2022-10-09 22:06:52,positivo,positivo,0.611,1,0,2,0,False,0,1.0,False,False,True
mezaestefania,4806,084 Diamante,negro,5,Quedé enamoradísima de mis 084 Diamante ✨ buenísima calidad y precio 👌🥰,tiktok,42,True,True,2021-06-10 17:14:26,positivo,positivo,0.733,2,0,3,0,False,0,1.0,False,False,True
luis-miguel31,78,Barracuda,beige,1,Muy decepcionada con mis Barracuda 💔 esperaba muchísimo más por el precio que pagué 🙄,instagram,99,True,False,2024-04-29 05:17:27,negativo,negativo,-0.667,0,1,0,2,False,0,1.0,False,True,True
flavio00,84,Vaivén,gris,4,"Buenos los Vaivén, me gustaron 👍 cumplen lo prometido",tiktok,10,True,True,2024-08-17 09:04:37,positivo,positivo,0.75,3,0,1,0,False,0,1.0,False,False,True
kperea,804,Barracuda,beige,5,"Súper recomendados los Barracuda, no me los quería quitar 😂❤️",instagram,33,True,False,2024-11-12 15:01:39,positivo,positivo,0.729,2,0,2,0,False,0,1.0,False,False,True
wochoa,995,Gran Prix,rosa,5,"Yo súper feliz con mis Gran Prix 🥹 mejor inversión del mes, los recomiendo muchísimo",amazon,26,True,False,2025-12-27 18:01:09,positivo,positivo,0.8,4,0,1,0,False,0,1.0,False,False,True
ecampos,71,Panam Alfa,negro,5,"Me gustaron los Panam Alfa, cómodos y bonitos para diario 🙂",twitter,71,True,False,2026-04-06 06:27:46,positivo,positivo,0.708,3,0,1,0,False,0,1.0,False,False,True
jeronimorazo,6689,084 Campeón,blanco,4,"Me gustaron los 084 Campeón, cómodos y bonitos para diario 🙂",tiktok,33,True,True,2021-12-21 07:41:30,positivo,positivo,0.708,3,0,1,0,False,0,1.0,True,False,True
lozanoalfredo,3834,084 Clásico,azul,2,Decepción total los 084 Clásico 😞 se ven baratos y se rompen aún más rápido 👎,tiktok,40,True,False,2024-01-21 12:46:36,negativo,negativo,-0.312,1,1,0,2,False,0,1.0,False,False,True
fernando15,228,Urbano,verde,5,Por fin unos tenis que duran! Los Urbano ya tienen 8 meses y siguen como nuevos 💪,amazon,10,False,False,2022-10-16 19:29:04,positivo,positivo,0.55,0,0,1,0,False,1,1.1,False,False,True
ucruz,16,084 Campeón,rojo,5,Mejor compra del año!! Los 084 Campeón son una BELLEZA 🔥🔥🔥 #PanamForever,google_reviews,10,True,True,2021-12-25 08:06:25,positivo,positivo,1.0,1,0,3,0,True,2,1.4,False,False,True
mirelesnoemi,16,084 Clásico,beige,4,"Regulares los 084 Clásico, esperaba un poquito más pero también un poquito menos",twitter,7,True,False,2025-06-14 02:59:05,neutro,negativo,-0.833,0,1,0,0,False,0,1.0,False,False,False
pradoteresa,230,084 Diamante,verde,1,"Mala compra los 084 Diamante, no son lo que esperaba ☹️ poco durables",amazon,4,True,False,2022-09-30 22:36:13,negativo,negativo,-0.167,1,1,0,1,False,0,1.0,False,False,True
dcortez,51,Gran Prix,azul,2,"Esperaba más de los Gran Prix, la suela es muy delgada 😕 regulares",tiktok,55,True,False,2022-03-16 21:51:03,negativo,negativo,-0.625,0,1,0,1,False,0,1.0,False,True,True
luis36,390,084 Campeón,verde,3,Mis 084 Campeón son LO MEJOR que he comprado en años 😍 calidad/precio insuperable ⭐⭐⭐⭐⭐,facebook,103,False,True,2026-01-21 21:08:20,positivo,positivo,0.875,2,0,6,0,True,0,1.2,False,False,True
veronica44,432,084 Clásico,gris,5,BUENÍSIMOS los 084 Clásico!! Aguantaron toda la maratón ❤️‍🔥 100% recomendados 💯,google_reviews,69,True,False,2023-05-14 08:24:19,positivo,positivo,1.0,3,0,4,0,True,2,1.4,False,False,True
arroyocelia,1733,Panam Alfa,gris,3,Me encantaron mis Panam Alfa 😍🔥 súper cómodos para todo el día!! #Panam #Calzado,tiktok,21,False,True,2026-03-17 17:46:06,positivo,positivo,0.98,3,0,2,0,False,2,1.2,False,False,True
dcorrales,22,Panam Alfa,rojo,4,Mis Panam Alfa son LO MEJOR que he comprado en años 😍 calidad/precio insuperable ⭐⭐⭐⭐⭐,facebook,13,True,True,2024-05-31 08:52:34,positivo,positivo,0.875,2,0,6,0,True,0,1.2,False,False,True
ponceeric,39,Panam Alfa,azul,3,"Compré los Panam Alfa, son tenis. Punto.",twitter,9,True,False,2023-11-07 10:43:11,neutro,neutro,0.0,0,0,0,0,False,0,1.0,False,False,True
gfeliciano,0,084 Campeón,blanco,2,Horrible calidad los 084 Campeón 😠 ni para regalar #malacompra #panam,facebook,45,True,False,2021-07-25 06:30:49,negativo,negativo,-0.25,1,1,0,1,False,0,1.0,False,False,True
jorgelovato,54,Barracuda,blanco,2,Buena calidad los Barracuda pero la entrega tardó 3 semanas 😑 ojo con eso,twitter,25,True,False,2022-01-15 21:07:10,mixto,neutro,0.146,2,1,0,1,False,0,1.0,False,False,True
tcarrillo,196,084 Campeón,blanco,2,"Los 084 Campeón cumplen, los uso para diario nomás",twitter,14,True,False,2024-09-22 04:50:06,neutro,positivo,0.833,1,0,0,0,False,0,1.0,False,False,False
qsaenz,2,Panam Alfa,blanco,4,"Los Panam Alfa cumplen, los uso para diario nomás",tiktok,10,False,False,2023-08-07 15:40:54,neutro,positivo,0.833,1,0,0,0,False,0,1.0,False,False,False
tovarcarolina,2,084,rosa,4,Me encantaron mis 084 😍🔥 súper cómodos para todo el día!! #Panam #Calzado,google_reviews,91,True,False,2022-12-01 17:15:52,positivo,positivo,0.98,3,0,2,0,False,2,1.2,False,False,True
carla52,4672,084,verde,5,Compré los 084 para mi hijo y le ENCANTARON 🥰 muy cómodos y bonitos,tiktok,29,True,False,2025-02-19 06:56:06,positivo,positivo,1.0,3,0,1,0,True,0,1.2,False,False,True
irizarryesmeralda,47,084,beige,5,"10/10 los 084 ⭐⭐⭐⭐⭐ excelente atención y producto, llegaron rapidísimo",google_reviews,46,True,False,2025-04-20 04:45:22,positivo,positivo,0.714,2,0,5,0,False,0,1.0,False,False,True
mauricio49,286,084 Campeón,rosa,4,"AMO mis 084 Campeón 💖 ya pedí otro par en otro color, hermosos",twitter,23,True,False,2021-11-13 19:41:10,positivo,positivo,1.0,2,0,1,0,True,0,1.2,False,False,True
virginiacalderon,50,084 Diamante,rosa,3,"Los 084 Diamante están ok, nada del otro mundo 🤷",facebook,22,True,False,2022-01-27 14:19:18,neutro,neutro,0.0,0,0,0,0,False,0,1.0,False,False,True
maria69,303,Vital,rojo,5,Compré los Vital para mi hijo y le ENCANTARON 🥰 muy cómodos y bonitos,tiktok,41,True,False,2023-04-13 04:06:08,positivo,positivo,1.0,3,0,1,0,True,0,1.2,False,False,True
ontiverosliliana,180,084 Diamante,azul,3,Me gustaron los 084 Diamante aunque son un poco apretados al principio 😬 ya cedieron,twitter,74,False,False,2024-11-26 22:59:28,mixto,neutro,-0.083,1,1,0,1,False,0,1.0,False,False,True
pvega,1981,084 Diamante,blanco,4,"Muy cómodos los 084 Diamante, me los recomendó mi hermana ✌️ buena compra",facebook,1,True,False,2025-05-25 00:12:40,positivo,positivo,0.694,2,0,1,0,False,0,1.0,False,False,True
eloy60,117,Vital,verde,2,Cómodos los Vital pero el color destiñe en 2 lavadas 😕 mitad y mitad,instagram,47,False,True,2025-08-13 06:55:13,mixto,neutro,-0.139,1,1,0,1,False,0,1.0,False,False,True
gerardorangel,228,084 Clásico,beige,2,Pésima atención y los 084 Clásico llegaron rotos 😠😠 jamás vuelvo a comprar nada de Panam,facebook,94,True,False,2022-10-25 10:18:42,negativo,negativo,-0.792,0,2,0,2,False,0,1.0,False,True,True
manuelespinoza,25,RL15,verde,3,Me gustaron los RL15 aunque son un poco apretados al principio 😬 ya cedieron,amazon,16,False,True,2022-06-02 08:37:54,mixto,neutro,-0.083,1,1,0,1,False,0,1.0,False,False,True
pinaeloy,1002,084,azul,4,Bonitos los 084 pero la suela se desgasta rapidísimo 🤔 no sé qué pensar,tiktok,62,False,False,2025-01-18 00:47:41,mixto,positivo,0.278,2,1,0,0,False,0,1.0,False,False,True
rosariocordero,44,Urbano,verde,2,PÉSIMOS los Urbano 😡 se descosió la suela en 2 semanas 👎👎 NO COMPREN,instagram,29,True,False,2023-07-16 12:55:20,negativo,negativo,-1.0,0,2,0,3,True,0,1.4,False,False,True
daniel16,93,084 Diamante,azul,5,"Los mejores tenis que he tenido!! Los 084 Diamante son cómodos, bonitos y baratos 👌🔥",tiktok,89,True,False,2026-01-28 21:02:35,positivo,positivo,0.9,3,0,2,0,False,2,1.2,False,False,True
uurias,534,084 Campeón,beige,2,Cómodos los 084 Campeón pero el color destiñe en 2 lavadas 😕 mitad y mitad,tiktok,3,False,False,2023-09-11 10:32:50,mixto,neutro,-0.139,1,1,0,1,False,0,1.0,False,False,True
yalcala,101,084 Campeón,negro,4,"10/10 los 084 Campeón ⭐⭐⭐⭐⭐ excelente atención y producto, llegaron rapidísimo",instagram,45,True,False,2026-05-05 20:22:11,positivo,positivo,0.714,2,0,5,0,False,0,1.0,False,False,True
acarreon,175,SuperFaro,gris,4,"Cumple lo prometido, los SuperFaro están bien para el uso diario 👍🏼",amazon,14,False,True,2022-08-14 05:39:42,positivo,positivo,0.611,1,0,2,0,False,0,1.0,False,False,True
maytevillalobos,0,Urbano,verde,5,Mis Urbano son LO MEJOR que he comprado en años 😍 calidad/precio insuperable ⭐⭐⭐⭐⭐,instagram,69,True,False,2026-04-20 15:04:25,positivo,positivo,0.875,2,0,6,0,True,0,1.2,False,False,True
caraballomarisol,22,Vaivén,azul,3,BASURA los Vaivén 🤮 me lastimaron los pies horrible 👎 nunca más,google_reviews,25,False,True,2022-03-16 01:54:51,negativo,negativo,-0.98,0,3,0,2,True,0,1.2,False,False,True
magdalena56,4888,Caimán,beige,4,"Compré los Caimán, son tenis. Punto.",google_reviews,35,True,True,2023-08-04 22:58:33,neutro,neutro,0.0,0,0,0,0,False,0,1.0,False,False,True
kruelas,28,Vital,negro,4,Increíbles!! Los Vital se ven y se sienten premium 🔝🔥 vale cada peso,google_reviews,10,True,False,2025-05-15 00:26:02,positivo,positivo,0.9,2,0,2,0,False,2,1.2,False,False,True
de-leonrodolfo,43,084 Diamante,negro,5,Mejor compra del año!! Los 084 Diamante son una BELLEZA 🔥🔥🔥 #PanamForever,twitter,88,True,False,2024-10-09 07:26:16,positivo,positivo,1.0,1,0,3,0,True,2,1.4,False,False,True
rebecapadilla,3,Ultra,gris,5,"Me gustaron los Ultra, cómodos y bonitos para diario 🙂",amazon,33,True,False,2021-09-03 19:21:24,positivo,positivo,0.708,3,0,1,0,False,0,1.0,False,False,True
smeraz,254,Urbano,gris,4,Me encantaron mis Urbano 😍🔥 súper cómodos para todo el día!! #Panam #Calzado,twitter,28,False,False,2023-05-14 10:43:04,positivo,positivo,0.98,3,0,2,0,False,2,1.2,False,False,True
roldanrene,918,084 Campeón,rosa,5,Quedé enamoradísima de mis 084 Campeón ✨ buenísima calidad y precio 👌🥰,amazon,21,True,False,2024-07-06 10:42:45,positivo,positivo,0.733,2,0,3,0,False,0,1.0,False,False,True
mirandauriel,183,Urbano,rosa,1,Horrible calidad los Urbano 😠 ni para regalar #malacompra #panam,tiktok,134,True,False,2023-12-28 09:34:54,negativo,negativo,-0.25,1,1,0,1,False,0,1.0,False,True,True
irma13,642,Vaivén,verde,3,"Regulares los Vaivén, esperaba un poquito más pero también un poquito menos",tiktok,7,True,True,2022-06-27 20:01:55,neutro,negativo,-0.833,0,1,0,0,False,0,1.0,False,False,False
esparta54,264,084,azul,5,Bonitos los 084 👌 buen precio para la calidad,twitter,87,False,False,2024-11-21 04:20:54,positivo,positivo,0.722,2,0,1,0,False,0,1.0,False,False,True
escobedoesparta,15,084,rosa,4,"Normales los 084, ni bien ni mal 🤷‍♂️",tiktok,1,False,False,2023-02-22 01:56:22,neutro,neutro,0.0,0,0,0,0,False,0,1.0,False,False,True
wrubio,18459,084 Campeón,verde,3,Me gustaron los 084 Campeón aunque son un poco apretados al principio 😬 ya cedieron,google_reviews,3,False,True,2025-09-27 00:39:29,mixto,neutro,-0.083,1,1,0,1,False,0,1.0,True,False,True
cesar82,171,Ultra,rojo,2,Pésima atención y los Ultra llegaron rotos 😠😠 jamás vuelvo a comprar nada de Panam,twitter,37,False,False,2021-11-26 04:16:37,negativo,negativo,-0.792,0,2,0,2,False,0,1.0,False,False,True
judith62,97,084 Campeón,gris,5,MARAVILLOSOS los 084 Campeón 😍 como caminar en nubes ☁️☁️ los amo,amazon,41,False,False,2025-10-21 05:08:05,positivo,positivo,0.76,2,0,3,0,True,0,1.2,False,False,True
delgadillojuan-carlos,3,Perestroika,blanco,4,"Súper recomendados los Perestroika, no me los quería quitar 😂❤️",instagram,2,False,False,2023-01-19 22:47:40,positivo,positivo,0.729,2,0,2,0,False,0,1.0,False,False,True
haroantonio,26,Vital,azul,5,Mis Vital son LO MEJOR que he comprado en años 😍 calidad/precio insuperable ⭐⭐⭐⭐⭐,tiktok,30,False,False,2025-03-24 10:48:04,positivo,positivo,0.875,2,0,6,0,True,0,1.2,False,False,True
muroleonardo,392,Urbano,rojo,5,"Buenos los Urbano, me gustaron 👍 cumplen lo prometido",google_reviews,22,True,False,2023-09-04 12:45:51,positivo,positivo,0.75,3,0,1,0,False,0,1.0,False,False,True
frida86,6,Gran Prix,rosa,3,"Normales los Gran Prix, ni bien ni mal 🤷‍♂️",tiktok,9,True,False,2022-05-26 04:09:03,neutro,neutro,0.0,0,0,0,0,False,0,1.0,False,False,True
guardadoberta,46,084 Diamante,negro,5,MARAVILLOSOS los 084 Diamante 😍 como caminar en nubes ☁️☁️ los amo,facebook,11,True,False,2025-07-02 22:06:07,positivo,positivo,0.76,2,0,3,0,True,0,1.2,False,False,True
ediaz,1184,Panam Alfa,azul,4,"Súper recomendados los Panam Alfa, no me los quería quitar 😂❤️",facebook,32,False,False,2026-05-03 16:29:04,positivo,positivo,0.729,2,0,2,0,False,0,1.0,False,False,True
ana-maria24,1636,084 Campeón,beige,4,"Compré los 084 Campeón, son tenis. Punto.",facebook,26,True,True,2022-02-11 03:37:54,neutro,neutro,0.0,0,0,0,0,False,0,1.0,False,False,True
andres60,58,Panam Alfa,verde,5,"10/10 los Panam Alfa ⭐⭐⭐⭐⭐ excelente atención y producto, llegaron rapidísimo",amazon,18,True,False,2022-09-24 10:46:40,positivo,positivo,0.714,2,0,5,0,False,0,1.0,False,False,True
martingarza,217,084 Campeón,blanco,3,Bonitos los 084 Campeón pero la suela se desgasta rapidísimo 🤔 no sé qué pensar,instagram,37,False,False,2023-02-07 14:30:03,mixto,positivo,0.278,2,1,0,0,False,0,1.0,False,False,True
tania68,364,Panam Alfa,rosa,3,Bonitos los Panam Alfa 👌 buen precio para la calidad,instagram,26,True,False,2021-07-07 14:44:00,positivo,positivo,0.722,2,0,1,0,False,0,1.0,False,False,True
rojoguillermo,166,Urbano,negro,4,"Decentes los Urbano, no son los mejores pero cumplen 🙂",facebook,62,True,False,2022-10-26 10:17:53,positivo,neutro,0.111,1,1,1,0,False,0,1.0,False,False,False
garridopatricio,362,084 Diamante,beige,4,"AMO mis 084 Diamante 💖 ya pedí otro par en otro color, hermosos",twitter,6,True,True,2023-12-11 08:14:49,positivo,positivo,1.0,2,0,1,0,True,0,1.2,False,False,True
dulce65,45,Perestroika,rojo,1,Decepción total los Perestroika 😞 se ven baratos y se rompen aún más rápido 👎,amazon,21,True,False,2025-04-01 08:53:39,negativo,negativo,-0.312,1,1,0,2,False,0,1.0,False,False,True
